Date,Time,Site,Unit ID,User ID,F,DO %,DO mg/L,C-uS/cm,SAL-PSU,pH,ORP mV,Chl RFU,PE RFU
1/1/25,02:57:58PM,MiniOcean,,,75.4,1253.2,87.49,48527,32.27,8.21,218,-0.38,-3.44
1/1/25,03:12:57PM,MiniOcean,,,75.3,1176.4,82.21,48487,32.29,8.2,217.1,-0.34,-3.06
1/1/25,03:27:57PM,MiniOcean,,,75.3,1085.4,75.91,48442,32.28,8.19,219.3,-0.38,-3.47
1/1/25,03:42:57PM,MiniOcean,,,75.2,971.9,68.02,48406,32.28,8.17,221.8,-0.39,-3.69
1/1/25,03:57:57PM,MiniOcean,,,75.2,901.9,63.14,48387,32.28,8.16,222.8,-0.38,-3.62
1/1/25,04:12:57PM,MiniOcean,,,75.2,847.2,59.31,48395,32.29,8.15,224,-0.4,-3.63
1/1/25,04:27:57PM,MiniOcean,,,75.2,776.2,54.32,48407,32.29,8.14,225.1,-0.4,-3.55
1/1/25,04:42:57PM,MiniOcean,,,75.2,748.4,52.37,48428,32.3,8.14,225.8,-0.33,-3.63
1/1/25,04:57:57PM,MiniOcean,,,75.3,665.9,46.55,48471,32.29,8.12,226.3,-0.39,-3.53
1/1/25,05:12:57PM,MiniOcean,,,75.5,603.3,42.11,48555,32.28,8.11,226.5,-0.39,-3.58
1/1/25,05:27:57PM,MiniOcean,,,75.7,557.1,38.82,48650,32.28,8.1,226.9,-0.37,-3.64
1/1/25,05:42:57PM,MiniOcean,,,75.8,517.5,36.01,48719,32.28,8.1,227.3,-0.43,-2.15
1/1/25,05:57:57PM,MiniOcean,,,75.9,476.2,33.1,48778,32.28,8.09,226.1,-0.4,-2.19
1/1/25,06:12:57PM,MiniOcean,,,76,450,31.26,48814,32.28,8.08,225.7,-0.41,-2.75
1/1/25,06:27:57PM,MiniOcean,,,76,378.2,26.27,48819,32.28,8.08,225.5,-0.25,-2.45
1/1/25,06:42:57PM,MiniOcean,,,75.9,304,21.12,48810,32.29,8.07,225.5,-0.43,-2.75
1/1/25,06:57:57PM,MiniOcean,,,75.9,193.5,13.45,48790,32.29,8.06,222.6,-0.06,-3.37
1/1/25,07:12:57PM,MiniOcean,,,75.9,186.2,12.94,48777,32.29,8.06,220.9,-0.37,-3.16
1/1/25,07:27:57PM,MiniOcean,,,75.8,135,9.39,48754,32.28,8.05,220,-0.3,-3.21
1/1/25,07:42:57PM,MiniOcean,,,75.8,104.1,7.24,48731,32.28,8.05,218.9,-0.38,-3.49
1/1/25,07:57:57PM,MiniOcean,,,75.8,77.4,5.38,48719,32.29,8.03,215.7,-0.38,-3.18
1/1/25,08:12:56PM,MiniOcean,,,75.7,40.2,2.8,48700,32.29,8.04,214.8,-0.26,-3.13
1/1/25,08:27:56PM,MiniOcean,,,75.7,47.3,3.29,48667,32.28,8.04,216.2,-0.4,-2.23
1/1/25,08:42:56PM,MiniOcean,,,75.7,13.8,0.96,48669,32.29,8.03,216.4,-0.26,-3.05
1/1/25,08:57:56PM,MiniOcean,,,75.6,8.5,0.59,48654,32.29,8.03,214.1,-0.35,-3.12
1/1/25,09:12:56PM,MiniOcean,,,75.6,-2.7,-0.19,48652,32.29,8.03,214.9,-0.34,-3.33
1/1/25,09:27:56PM,MiniOcean,,,75.6,-29.3,-2.04,48637,32.3,8.03,213.1,-0.36,-3.19
1/1/25,09:42:56PM,MiniOcean,,,75.6,-54.7,-3.81,48625,32.29,8.03,212.7,-0.32,-3.53
1/1/25,09:57:56PM,MiniOcean,,,75.6,-22.9,-1.59,48607,32.29,8.03,209.8,-0.29,-3.42
1/1/25,10:12:56PM,MiniOcean,,,75.5,-35.9,-2.51,48601,32.29,8.03,211.3,-0.28,-3.41
1/1/25,10:27:56PM,MiniOcean,,,75.5,-45,-3.14,48594,32.29,8.03,213.8,-0.27,-3.34
1/1/25,10:42:56PM,MiniOcean,,,75.5,-52.2,-3.64,48591,32.3,8.02,214.4,-0.35,-3.32
1/1/25,10:57:56PM,MiniOcean,,,75.5,-61.5,-4.29,48580,32.29,8.02,213.1,-0.31,-3.25
1/1/25,11:12:56PM,MiniOcean,,,75.5,-67.5,-4.71,48576,32.29,8.02,214.7,-0.32,-3.38
1/1/25,11:27:56PM,MiniOcean,,,75.5,-67.5,-4.71,48563,32.29,8.02,213.7,-0.37,-3.49
1/1/25,11:42:56PM,MiniOcean,,,75.5,-141.3,-9.86,48562,32.29,8.01,203.5,-0.32,-3.4
1/1/25,11:57:56PM,MiniOcean,,,75.4,-123.4,-8.62,48555,32.29,8.01,211.4,-0.38,-3.57
1/2/25,00:12:56AM,MiniOcean,,,75.4,-115.3,-8.05,48554,32.3,8.02,212.6,-0.36,-3.51
1/2/25,00:27:56AM,MiniOcean,,,75.4,-122.9,-8.58,48531,32.28,8.02,213.1,-0.41,-3.49
1/2/25,00:42:56AM,MiniOcean,,,75.4,-203.7,-14.22,48544,32.29,8.01,214.1,-0.21,-3.39
1/2/25,00:57:55AM,MiniOcean,,,75.4,-107.8,-7.53,48526,32.29,8.01,213.8,-0.25,-2.95
1/2/25,01:12:55AM,MiniOcean,,,75.4,-162.4,-11.34,48533,32.29,8.01,212.6,-0.41,-2.86
1/2/25,01:27:55AM,MiniOcean,,,75.4,-116.1,-8.11,48533,32.29,8.01,211.9,-0.4,-3.59
1/2/25,01:42:55AM,MiniOcean,,,75.4,-106.2,-7.42,48514,32.29,8.01,208.1,-0.39,-3.45
1/2/25,01:57:55AM,MiniOcean,,,75.4,-105.5,-7.37,48523,32.29,8.01,209.7,-0.36,-3.51
1/2/25,02:12:55AM,MiniOcean,,,75.4,-353.2,-24.67,48523,32.29,8,211.4,-0.44,-2.48
1/2/25,02:27:55AM,MiniOcean,,,75.4,-131.1,-9.16,48514,32.29,8,213.8,-0.38,-3.39
1/2/25,02:42:55AM,MiniOcean,,,75.4,-138.9,-9.7,48522,32.3,8,215.2,-0.29,-3.13
1/2/25,02:57:55AM,MiniOcean,,,75.4,-110.1,-7.69,48507,32.29,8.01,215.5,-0.39,-3.39
1/2/25,03:12:55AM,MiniOcean,,,75.4,-139.1,-9.72,48507,32.29,8.01,215.1,-0.36,-3.32
1/2/25,03:27:55AM,MiniOcean,,,75.3,-116.8,-8.16,48488,32.3,8.01,210.1,-0.35,-3.05
1/2/25,03:42:55AM,MiniOcean,,,75.3,-110.4,-7.72,48494,32.29,8.01,213.1,-0.35,-3.11
1/2/25,03:57:55AM,MiniOcean,,,75.3,-104.5,-7.3,48494,32.29,8,214.2,-0.36,-3.45
1/2/25,04:12:55AM,MiniOcean,,,75.3,-112.6,-7.87,48495,32.29,8,215.9,-0.38,-1.79
1/2/25,04:27:55AM,MiniOcean,,,75.3,-129,-9.02,48500,32.29,8,214.7,-0.35,-3.11
1/2/25,04:42:55AM,MiniOcean,,,75.3,-136.6,-9.55,48502,32.29,7.99,213.9,-0.38,-3.4
1/2/25,04:57:55AM,MiniOcean,,,75.4,-101.8,-7.11,48494,32.28,8,210.1,-0.39,-3.37
1/2/25,05:12:55AM,MiniOcean,,,75.2,-81.5,-5.7,48421,32.29,8.01,210,-0.36,-3.39
1/2/25,05:27:55AM,MiniOcean,,,75,-56.3,-3.95,48264,32.24,8.01,209.5,-0.39,-3.37
1/2/25,05:42:54AM,MiniOcean,,,74.9,-12,-0.85,48276,32.3,8.01,206.8,-0.37,-3.3
1/2/25,05:57:54AM,MiniOcean,,,74.8,14.6,1.02,48232,32.31,8.02,211.7,-0.37,-3.37
1/2/25,06:12:54AM,MiniOcean,,,74.7,49,3.44,48180,32.3,8.02,213.3,-0.36,-2.26
1/2/25,06:27:54AM,MiniOcean,,,74.7,58.8,4.14,48160,32.31,8.02,212,-0.35,-3.14
1/2/25,06:42:54AM,MiniOcean,,,74.7,77,5.42,48145,32.3,8.02,213.3,-0.33,-2.89
1/2/25,06:57:54AM,MiniOcean,,,74.6,85.8,6.04,48122,32.31,8.02,213.8,-0.35,-3.07
1/2/25,07:12:54AM,MiniOcean,,,74.6,100.3,7.06,48119,32.32,8.02,216.1,-0.36,-3.3
1/2/25,07:27:54AM,MiniOcean,,,74.6,105.3,7.41,48108,32.31,8.02,217.4,-0.24,-2.75
1/2/25,07:42:54AM,MiniOcean,,,74.6,123.6,8.7,48096,32.31,8.02,219.3,-0.36,-2.33
1/2/25,07:57:54AM,MiniOcean,,,74.5,145.1,10.22,48093,32.31,8.03,220.6,-0.35,-3.05
1/2/25,08:12:54AM,MiniOcean,,,74.6,193.7,13.63,48108,32.31,8.03,222,-0.4,-2.84
1/2/25,08:27:54AM,MiniOcean,,,74.6,267.6,18.82,48144,32.31,8.04,223.1,-0.33,-3.13
1/2/25,08:42:54AM,MiniOcean,,,74.7,407.9,28.68,48184,32.31,8.06,222.8,-0.34,-3.27
1/2/25,08:57:54AM,MiniOcean,,,74.8,531.3,37.3,48254,32.31,8.07,224.5,-0.34,-3.18
1/2/25,09:12:54AM,MiniOcean,,,75,637,44.66,48326,32.31,8.09,223.5,-0.37,-3.15
1/2/25,09:27:54AM,MiniOcean,,,75.1,732.3,51.28,48405,32.31,8.1,224.4,-0.36,-3.01
1/2/25,09:42:54AM,MiniOcean,,,75.3,879.8,61.5,48500,32.31,8.12,224,-0.37,-2.98
1/2/25,09:57:54AM,MiniOcean,,,75.5,956.1,66.72,48598,32.32,8.13,224,-0.38,-3.18
1/2/25,10:12:54AM,MiniOcean,,,75.6,1076.7,75.02,48688,32.32,8.15,224.5,-0.1,-3.08
1/2/25,10:27:54AM,MiniOcean,,,75.8,1169.7,81.37,48788,32.33,8.16,224,-0.37,-3.34
1/2/25,10:42:53AM,MiniOcean,,,75.9,1276.7,88.75,48826,32.32,8.18,225.9,-0.36,-3.13
1/2/25,10:57:53AM,MiniOcean,,,76,1372.7,95.32,48873,32.32,8.2,225.5,-0.39,-3.31
1/2/25,11:12:53AM,MiniOcean,,,76,1477.2,102.52,48908,32.32,8.21,224.6,-0.38,-3.42
1/2/25,11:27:53AM,MiniOcean,,,76.1,1539.4,106.8,48930,32.32,8.22,217.7,-0.38,-3.14
1/2/25,11:42:53AM,MiniOcean,,,76.1,1611,111.71,48964,32.33,8.23,219,-0.37,-3.38
1/2/25,11:57:53AM,MiniOcean,,,76.1,1647.7,114.26,48949,32.32,8.24,219.4,-0.42,-3.44
1/2/25,12:12:53PM,MiniOcean,,,76.1,1634.8,113.35,48965,32.32,8.24,220,-0.37,-3.32
1/2/25,12:27:53PM,MiniOcean,,,76.1,1696.4,117.61,48969,32.32,8.25,221.2,-0.38,-3.21
1/2/25,12:42:53PM,MiniOcean,,,76.1,1682.7,116.74,48924,32.31,8.25,222.4,-0.37,-3.1
1/2/25,12:57:53PM,MiniOcean,,,76.1,1677.9,116.4,48913,32.3,8.26,222.5,-0.37,-3.22
1/2/25,01:12:53PM,MiniOcean,,,76,1653.5,114.76,48888,32.3,8.26,222.2,-0.38,-2.87
1/2/25,01:27:53PM,MiniOcean,,,76,1634.5,113.53,48852,32.31,8.26,223.4,-0.37,-2.67
1/2/25,01:42:53PM,MiniOcean,,,76,1641,113.98,48847,32.31,8.26,224.7,-0.39,-3.05
1/2/25,01:57:53PM,MiniOcean,,,75.9,1547.3,107.5,48837,32.31,8.25,224.5,-0.33,-2.61
1/2/25,02:12:53PM,MiniOcean,,,75.9,1505.4,104.64,48799,32.3,8.24,225.8,-0.27,-2.45
1/2/25,02:27:53PM,MiniOcean,,,75.8,1434.5,99.75,48775,32.3,8.24,226.7,-0.34,-2.81
1/2/25,02:42:53PM,MiniOcean,,,75.8,1375,95.68,48733,32.29,8.23,227.4,-0.4,-3.32
1/2/25,02:57:53PM,MiniOcean,,,75.7,1301.4,90.63,48683,32.29,8.22,228.2,-0.37,-3.28
1/2/25,03:12:53PM,MiniOcean,,,75.6,1228.9,85.65,48642,32.29,8.21,227.6,-0.35,-3.01
1/2/25,03:27:53PM,MiniOcean,,,75.5,1153.3,80.45,48594,32.29,8.2,227.8,-0.36,-3.15
1/2/25,03:42:52PM,MiniOcean,,,75.4,1071.2,74.81,48531,32.29,8.19,229.4,-0.3,-3.18
1/2/25,03:57:52PM,MiniOcean,,,75.3,992.2,69.33,48510,32.3,8.18,230.2,-0.37,-3.05
1/2/25,04:12:52PM,MiniOcean,,,75.3,924,64.61,48469,32.3,8.17,231.5,-0.32,-3.23
1/2/25,04:27:52PM,MiniOcean,,,75.2,833.1,58.26,48459,32.3,8.15,232.2,-0.34,-3.22
1/2/25,04:42:52PM,MiniOcean,,,75.2,764.7,53.48,48462,32.3,8.14,233,-0.39,-3.16
1/2/25,04:57:52PM,MiniOcean,,,75.3,716.4,50.09,48469,32.3,8.13,229.1,-0.34,-3.13
1/2/25,05:12:52PM,MiniOcean,,,75.4,627.2,43.79,48553,32.29,8.12,230.8,-0.37,-3.24
1/2/25,05:27:52PM,MiniOcean,,,75.6,589.4,41.09,48640,32.3,8.11,231.5,-0.37,-2.6
1/2/25,05:42:52PM,MiniOcean,,,75.8,573.9,39.95,48719,32.29,8.1,232.3,-0.37,-3.31
1/2/25,05:57:52PM,MiniOcean,,,75.9,510,35.46,48777,32.29,8.1,232.6,-0.33,-3.1
1/2/25,06:12:52PM,MiniOcean,,,76,457.4,31.76,48851,32.29,8.08,231.5,-0.39,-3.03
1/2/25,06:27:52PM,MiniOcean,,,76,388.7,26.99,48858,32.29,8.08,230.8,-0.26,-3.19
1/2/25,06:42:52PM,MiniOcean,,,76,320,22.22,48867,32.3,8.07,230.2,-0.31,-2.98
1/2/25,06:57:52PM,MiniOcean,,,76,244.8,17,48842,32.29,8.06,228.6,-0.37,-3.08
1/2/25,07:12:52PM,MiniOcean,,,76,191.5,13.3,48826,32.29,8.05,227.7,-0.31,-2.48
1/2/25,07:27:52PM,MiniOcean,,,75.9,144.7,10.06,48807,32.29,8.05,226.9,-0.35,-2.53
1/2/25,07:42:52PM,MiniOcean,,,75.9,88.3,6.13,48789,32.29,8.04,225.7,-0.09,-2.53
1/2/25,07:57:52PM,MiniOcean,,,75.9,85.5,5.95,48775,32.29,8.04,224.6,-0.31,-3.07
1/2/25,08:12:52PM,MiniOcean,,,75.8,46.5,3.23,48763,32.3,8.04,222.8,-0.39,-2.98
1/2/25,08:27:52PM,MiniOcean,,,75.8,37.1,2.58,48744,32.3,8.03,222.9,-0.28,3.35
1/2/25,08:42:51PM,MiniOcean,,,75.8,-10.7,-0.75,48737,32.3,8.03,220.8,-0.38,-2.6
1/2/25,08:57:51PM,MiniOcean,,,75.8,-25.8,-1.79,48726,32.3,8.03,220.9,-0.33,-3.16
1/2/25,09:12:51PM,MiniOcean,,,75.7,-49,-3.41,48712,32.3,8.03,210.2,-0.36,-3.12
1/2/25,09:27:51PM,MiniOcean,,,75.7,-41.8,-2.91,48692,32.3,8.03,210.5,-0.35,-3.18
1/2/25,09:42:51PM,MiniOcean,,,75.7,-63.7,-4.44,48688,32.3,8.02,214,-0.32,-3.01
1/2/25,09:57:51PM,MiniOcean,,,75.7,-62.4,-4.35,48673,32.3,8.03,215.6,-0.39,-3.27
1/2/25,10:12:51PM,MiniOcean,,,75.7,-51.7,-3.6,48668,32.29,8.02,213.8,-0.41,-3.17
1/2/25,10:27:51PM,MiniOcean,,,75.6,-49.8,-3.47,48651,32.3,8.02,203.5,-0.25,-2.76
1/2/25,10:42:51PM,MiniOcean,,,75.6,-77.8,-5.42,48664,32.3,8.02,208,-0.28,-2.83
1/2/25,10:57:51PM,MiniOcean,,,75.6,-105.4,-7.34,48667,32.3,8.02,208.9,-0.42,-3.24
1/2/25,11:12:51PM,MiniOcean,,,75.6,-64.4,-4.49,48652,32.3,8.02,206.6,-0.35,-3.01
1/2/25,11:27:51PM,MiniOcean,,,75.6,-122.1,-8.51,48666,32.31,8.02,206.6,-0.23,14.19
1/2/25,11:42:51PM,MiniOcean,,,75.6,-122.1,-8.51,48650,32.3,8.01,205.3,-0.27,-3.29
1/2/25,11:57:51PM,MiniOcean,,,75.6,-108.4,-7.55,48657,32.31,8.02,210.1,-0.19,-3.37
1/3/25,00:12:51AM,MiniOcean,,,75.6,-120.2,-8.38,48649,32.31,8.01,211.4,-0.35,-3.15
1/3/25,00:27:51AM,MiniOcean,,,75.6,-105.4,-7.35,48644,32.3,8.01,211.4,-0.33,-2.88
1/3/25,00:42:51AM,MiniOcean,,,75.6,-93.6,-6.52,48633,32.3,8.01,213.7,-0.35,-3.09
1/3/25,00:57:51AM,MiniOcean,,,75.6,-115.7,-8.06,48642,32.3,8,215.8,-0.36,-3.33
1/3/25,01:12:51AM,MiniOcean,,,75.6,-115.7,-8.06,48629,32.3,8.01,214.2,-0.36,-2.89
1/3/25,01:27:51AM,MiniOcean,,,75.6,-132.9,-9.27,48630,32.3,8.01,215,-0.39,-3.42
1/3/25,01:42:50AM,MiniOcean,,,75.6,-189.5,-13.22,48628,32.3,8.01,216.9,-0.23,-3.04
1/3/25,01:57:50AM,MiniOcean,,,75.6,-128.4,-8.95,48632,32.3,8.01,215.2,-0.35,-3.24
1/3/25,02:12:50AM,MiniOcean,,,75.5,-170.2,-11.87,48618,32.3,8,214.7,-0.36,-3.37
1/3/25,02:27:50AM,MiniOcean,,,75.5,-119.1,-8.31,48627,32.31,8,210.8,-0.41,-3.39
1/3/25,02:42:50AM,MiniOcean,,,75.5,-147.1,-10.26,48620,32.31,8,208.4,-0.39,-3.14
1/3/25,02:57:50AM,MiniOcean,,,75.5,-168.8,-11.77,48618,32.3,8,212.5,-0.39,0.49
1/3/25,03:12:50AM,MiniOcean,,,75.5,-95.8,-6.68,48610,32.3,8.01,210.8,-0.33,-3.22
1/3/25,03:27:50AM,MiniOcean,,,75.5,-107.7,-7.51,48621,32.3,8,214.1,-0.34,-3
1/3/25,03:42:50AM,MiniOcean,,,75.5,-130.2,-9.08,48619,32.31,8,215.1,-0.31,-3.22
1/3/25,03:57:50AM,MiniOcean,,,75.3,-108.1,-7.55,48525,32.31,8,216.1,-0.35,-3.33
1/3/25,04:12:50AM,MiniOcean,,,75.2,-121.3,-8.49,48448,32.31,8,217.3,-0.35,-2.91
1/3/25,04:27:50AM,MiniOcean,,,75.1,-118.9,-8.33,48373,32.31,8,219,-0.34,-3.1
1/3/25,04:42:50AM,MiniOcean,,,74.9,-118.2,-8.29,48311,32.32,8,216.7,-0.32,-3.2
1/3/25,04:57:50AM,MiniOcean,,,74.8,-130.1,-9.14,48257,32.32,8,216.9,-0.32,-2.97
1/3/25,05:12:50AM,MiniOcean,,,74.7,-145.2,-10.21,48210,32.33,8,204.7,-0.33,-3.21
1/3/25,05:27:50AM,MiniOcean,,,74.6,-147.5,-10.38,48142,32.32,8,210,-0.29,-2.66
1/3/25,05:42:50AM,MiniOcean,,,74.5,-160.7,-11.31,48113,32.32,8,206.5,-0.28,-2.96
1/3/25,05:57:50AM,MiniOcean,,,74.5,-175.5,-12.37,48072,32.33,8,213.1,-0.2,-1.79
1/3/25,06:12:50AM,MiniOcean,,,74.4,-152.6,-10.76,48042,32.33,8,214.2,-0.33,-2.93
1/3/25,06:27:49AM,MiniOcean,,,74.4,-89.2,-6.29,48042,32.32,8.01,213,-0.35,-3.01
1/3/25,06:42:49AM,MiniOcean,,,74.5,-61.6,-4.34,48096,32.33,8.01,214.8,-0.31,-2.76
1/3/25,06:57:49AM,MiniOcean,,,74.4,-35,-2.47,48045,32.33,8.01,216.8,-0.33,-2.97
1/3/25,07:12:49AM,MiniOcean,,,74.4,-3.8,-0.26,48036,32.33,8.01,220,-0.24,-2.54
1/3/25,07:27:49AM,MiniOcean,,,74.4,39.9,2.82,48026,32.34,8.02,222.2,0.56,5.48
1/3/25,07:42:49AM,MiniOcean,,,74.4,64.5,4.55,48041,32.32,8.02,226.2,-0.23,-2.61
1/3/25,07:57:49AM,MiniOcean,,,74.5,130.5,9.2,48074,32.33,8.02,228.6,-0.31,-2.89
1/3/25,08:12:49AM,MiniOcean,,,74.5,161.8,11.39,48103,32.32,8.03,229.2,-0.3,-2.77
1/3/25,08:27:49AM,MiniOcean,,,74.6,219.5,15.45,48137,32.33,8.03,230.4,-0.23,-2.87
1/3/25,08:42:49AM,MiniOcean,,,74.6,304.2,21.4,48150,32.33,8.04,228.3,-0.3,-2.25
1/3/25,08:57:49AM,MiniOcean,,,74.7,394.9,27.76,48185,32.33,8.05,216,-0.29,-3.06
1/3/25,09:12:49AM,MiniOcean,,,74.8,508.9,35.75,48244,32.33,8.07,219.6,-0.31,-2.97
1/3/25,09:27:49AM,MiniOcean,,,74.9,695.6,48.79,48330,32.33,8.08,221.7,-0.32,-1.56
1/3/25,09:42:49AM,MiniOcean,,,75.1,775.9,54.34,48413,32.33,8.1,224.6,-0.34,-2.93
1/3/25,09:57:49AM,MiniOcean,,,75.3,882.9,61.72,48508,32.33,8.11,224.8,-0.29,-2.9
1/3/25,10:12:49AM,MiniOcean,,,75.4,972.7,67.89,48599,32.33,8.13,226.1,-0.35,-3.28
1/3/25,10:27:49AM,MiniOcean,,,75.6,1080.2,75.29,48704,32.35,8.15,227.9,-0.31,-3.06
1/3/25,10:42:49AM,MiniOcean,,,75.7,1206.6,84.01,48749,32.34,8.16,229.2,-0.3,-2.79
1/3/25,10:57:49AM,MiniOcean,,,75.8,1292.2,89.88,48802,32.34,8.17,228.7,-0.36,-3.19
1/3/25,11:12:49AM,MiniOcean,,,75.9,1382.2,96.08,48831,32.33,8.19,229.3,-0.37,-3.23
1/3/25,11:27:48AM,MiniOcean,,,75.9,1479.4,102.76,48875,32.33,8.2,228.9,-0.38,-3.24
1/3/25,11:42:48AM,MiniOcean,,,76,1539.9,106.94,48899,32.35,8.21,229.9,-0.21,-3.27
1/3/25,11:57:48AM,MiniOcean,,,76,1575.9,109.41,48896,32.33,8.22,229.5,-0.39,-3.08
1/3/25,12:12:48PM,MiniOcean,,,76,1603.2,111.33,48890,32.33,8.23,229.6,-0.34,-3.05
1/3/25,12:27:48PM,MiniOcean,,,76,1607.4,111.59,48899,32.33,8.23,229.7,-0.37,-3.07
1/3/25,12:42:48PM,MiniOcean,,,76,1639.5,113.86,48887,32.33,8.23,229.9,-0.34,-3.16
1/3/25,12:57:48PM,MiniOcean,,,75.9,1631.9,113.35,48874,32.33,8.24,229.6,-0.35,-3.28
1/3/25,01:12:48PM,MiniOcean,,,75.9,1590.2,110.46,48864,32.33,8.24,229.7,-0.35,-3.32
1/3/25,01:27:48PM,MiniOcean,,,75.9,1580,109.76,48861,32.33,8.24,230.7,-0.33,-3.09
1/3/25,01:42:48PM,MiniOcean,,,75.9,1547.6,107.5,48856,32.32,8.24,230.5,-0.36,-3.19
1/3/25,01:57:48PM,MiniOcean,,,75.9,1516.6,105.4,48837,32.32,8.24,231,-0.28,-3.15
1/3/25,02:12:48PM,MiniOcean,,,75.9,1489.3,103.51,48827,32.32,8.23,231.2,-0.33,-2.68
1/3/25,02:27:48PM,MiniOcean,,,75.9,1442.4,100.24,48827,32.31,8.23,232.8,-0.36,-3.16
1/3/25,02:42:48PM,MiniOcean,,,75.9,1350.8,93.88,48823,32.32,8.22,232.2,-0.34,-3.17
1/3/25,02:57:48PM,MiniOcean,,,75.8,1281.5,89.15,48769,32.31,8.21,233.5,-0.34,-3.12
1/3/25,03:12:48PM,MiniOcean,,,75.7,1203.5,83.8,48716,32.31,8.2,234.7,-0.35,-3.25
1/3/25,03:27:48PM,MiniOcean,,,75.6,1117.5,77.88,48661,32.31,8.19,235.8,-0.35,-3.16
1/3/25,03:42:48PM,MiniOcean,,,75.5,1102.8,76.92,48625,32.31,8.18,236.3,-0.35,-2.91
1/3/25,04:15:23PM,MiniOcean,,,75.3,805,56.25,48483,32.28,8.16,202.4,2.3,3.97
1/3/25,04:30:23PM,MiniOcean,,,75.5,835.5,58.3,48614,32.33,8.15,218.4,0.67,-0.83
1/3/25,04:45:23PM,MiniOcean,,,75.5,780.6,54.47,48618,32.33,8.14,225.4,0.63,-1.18
1/3/25,05:00:23PM,MiniOcean,,,75.5,720.3,50.25,48622,32.32,8.13,229.2,0.69,-1.09
1/3/25,05:15:23PM,MiniOcean,,,75.7,675,47.01,48698,32.31,8.12,231.6,0.71,-0.93
1/3/25,05:30:23PM,MiniOcean,,,75.8,627.9,43.66,48788,32.3,8.11,233,0.63,-1.3
1/3/25,05:45:23PM,MiniOcean,,,76,583.6,40.53,48857,32.3,8.1,233.4,0.73,-1.19
1/3/25,06:00:23PM,MiniOcean,,,76,552.2,38.34,48889,32.32,8.1,234.9,0.64,-1.15
1/3/25,06:15:23PM,MiniOcean,,,76,464.5,32.25,48890,32.31,8.09,235.5,0.63,-1.21
1/3/25,06:30:23PM,MiniOcean,,,76,386.5,26.83,48897,32.31,8.08,235.9,0.79,-0.64
1/3/25,06:45:23PM,MiniOcean,,,76.1,295.8,20.53,48911,32.32,8.07,236.2,0.62,-1.14
1/3/25,07:00:23PM,MiniOcean,,,76,223.4,15.51,48900,32.31,8.06,236,0.69,-1.03
1/3/25,07:15:22PM,MiniOcean,,,76,181,12.57,48898,32.31,8.06,235.8,1.08,-0.21
1/3/25,07:30:22PM,MiniOcean,,,76,148.2,10.29,48850,32.29,8.05,235.6,0.62,-0.68
1/3/25,07:45:22PM,MiniOcean,,,76,104.4,7.25,48845,32.29,8.05,235.4,0.68,-1.21
1/3/25,08:00:22PM,MiniOcean,,,76,76.8,5.33,48857,32.31,8.04,235.5,0.62,-0.9
1/3/25,08:15:22PM,MiniOcean,,,76,64.1,4.45,48862,32.3,8.04,235.5,0.7,-1.07
1/3/25,08:30:22PM,MiniOcean,,,76,48.7,3.38,48852,32.31,8.04,235.6,0.66,-1.25
1/3/25,08:45:22PM,MiniOcean,,,75.9,13.8,0.96,48837,32.31,8.03,235.8,0.68,-1.12
1/3/25,09:00:22PM,MiniOcean,,,75.9,-16.2,-1.13,48824,32.31,8.03,235.8,0.75,-1.11
1/3/25,09:15:22PM,MiniOcean,,,75.9,-0.5,-0.04,48823,32.31,8.03,236.1,1.34,0.25
1/3/25,09:30:22PM,MiniOcean,,,75.9,-33.3,-2.32,48798,32.3,8.03,235.7,0.65,-1.41
1/3/25,09:45:22PM,MiniOcean,,,75.9,-13.8,-0.96,48806,32.31,8.03,236,1.17,0.19
1/3/25,10:00:22PM,MiniOcean,,,75.9,-35.2,-2.45,48786,32.3,8.03,236.2,0.83,-1.05
1/3/25,10:15:22PM,MiniOcean,,,75.9,-21.9,-1.52,48789,32.3,8.03,236.5,0.63,-0.81
1/3/25,10:30:22PM,MiniOcean,,,75.8,-62.7,-4.36,48762,32.31,8.02,236.5,0.59,-1.55
1/3/25,10:45:22PM,MiniOcean,,,75.8,-43.4,-3.02,48760,32.31,8.02,236.8,0.68,-1.22
1/3/25,11:00:22PM,MiniOcean,,,75.8,-64.3,-4.48,48754,32.31,8.02,235.9,0.63,-1.54
1/3/25,11:15:22PM,MiniOcean,,,75.8,-41.9,-2.92,48750,32.31,8.02,236.2,0.74,-1.07
1/3/25,11:30:22PM,MiniOcean,,,75.8,-37.9,-2.64,48746,32.31,8.02,236.9,0.77,-0.43
1/3/25,11:45:22PM,MiniOcean,,,75.8,-44,-3.06,48746,32.31,8.02,237.3,0.73,-1.56
1/4/25,00:00:22AM,MiniOcean,,,75.7,-56.3,-3.92,48721,32.3,8.02,237.8,0.84,-1.44
1/4/25,00:15:21AM,MiniOcean,,,75.7,-66.6,-4.63,48715,32.3,8.02,237.8,0.7,-1.3
1/4/25,00:30:21AM,MiniOcean,,,75.7,-67.5,-4.7,48714,32.3,8.02,238.1,0.54,-1.77
1/4/25,00:45:21AM,MiniOcean,,,75.7,-59.5,-4.14,48710,32.31,8.02,238,0.7,-1.34
1/4/25,01:00:21AM,MiniOcean,,,75.7,-56.4,-3.93,48703,32.3,8.02,238.1,0.63,5.17
